COUNTRY,YEAR_MONTH,total_events,total_fatalities,is_outlier_iqr,lag_1_events,event_change,rolling_3m
Afghanistan,2021-03,942,2135,1,1042.0,-100.0,1058.0
Afghanistan,2021-04,1102,3453,1,942.0,160.0,1028.6666666666667
Afghanistan,2021-05,1652,7527,1,1102.0,550.0,1232.0
Afghanistan,2021-06,1381,8042,1,1652.0,-271.0,1378.3333333333333
Afghanistan,2021-07,1297,10896,1,1381.0,-84.0,1443.3333333333333
Afghanistan,2021-08,412,3339,0,1297.0,-885.0,1030.0
Afghanistan,2021-09,179,193,0,412.0,-233.0,629.3333333333334
Afghanistan,2021-10,226,527,0,179.0,47.0,272.3333333333333
Afghanistan,2021-11,165,194,0,226.0,-61.0,190.0
Afghanistan,2021-12,198,189,0,165.0,33.0,196.33333333333334
Afghanistan,2022-01,346,360,0,198.0,148.0,236.33333333333334
Afghanistan,2022-02,284,276,0,346.0,-62.0,276.0
Afghanistan,2022-03,254,220,0,284.0,-30.0,294.6666666666667
Afghanistan,2022-04,383,598,0,254.0,129.0,307.0
Afghanistan,2022-05,302,401,0,383.0,-81.0,313.0
Afghanistan,2022-06,288,523,0,302.0,-14.0,324.3333333333333
Afghanistan,2022-07,276,422,0,288.0,-12.0,288.6666666666667
Afghanistan,2022-08,234,391,0,276.0,-42.0,266.0
Afghanistan,2022-09,250,383,0,234.0,16.0,253.33333333333334
Afghanistan,2022-10,260,335,0,250.0,10.0,248.0
Afghanistan,2022-11,147,134,0,260.0,-113.0,219.0
Afghanistan,2022-12,178,173,0,147.0,31.0,195.0
Afghanistan,2023-01,171,115,0,178.0,-7.0,165.33333333333334
Afghanistan,2023-02,134,90,0,171.0,-37.0,161.0
Afghanistan,2023-03,141,118,0,134.0,7.0,148.66666666666666
Afghanistan,2023-04,166,125,0,141.0,25.0,147.0
Afghanistan,2023-05,135,109,0,166.0,-31.0,147.33333333333334
Afghanistan,2023-06,88,56,0,135.0,-47.0,129.66666666666666
Afghanistan,2023-07,152,66,0,88.0,64.0,125.0
Afghanistan,2023-08,147,161,0,152.0,-5.0,129.0
Afghanistan,2023-09,155,120,0,147.0,8.0,151.33333333333334
Afghanistan,2023-10,97,95,0,155.0,-58.0,133.0
Afghanistan,2023-11,107,91,0,97.0,10.0,119.66666666666667
Afghanistan,2023-12,111,64,0,107.0,4.0,105.0
Afghanistan,2024-01,120,90,0,111.0,9.0,112.66666666666667
Afghanistan,2024-02,92,49,0,120.0,-28.0,107.66666666666667
Afghanistan,2024-03,120,157,0,92.0,28.0,110.66666666666667
Afghanistan,2024-04,80,88,0,120.0,-40.0,97.33333333333333
Afghanistan,2024-05,113,130,0,80.0,33.0,104.33333333333333
Afghanistan,2024-06,146,145,0,113.0,33.0,113.0
Afghanistan,2024-07,146,130,0,146.0,0.0,135.0
Afghanistan,2024-08,132,135,0,146.0,-14.0,141.33333333333334
Afghanistan,2024-09,117,139,0,132.0,-15.0,131.66666666666666
Afghanistan,2024-10,131,119,0,117.0,14.0,126.66666666666667
Afghanistan,2024-11,161,122,0,131.0,30.0,136.33333333333334
Afghanistan,2024-12,113,137,0,161.0,-48.0,135.0
Afghanistan,2025-01,120,63,0,113.0,7.0,131.33333333333334
Afghanistan,2025-02,138,148,0,120.0,18.0,123.66666666666667
Afghanistan,2025-03,87,94,0,138.0,-51.0,115.0
Afghanistan,2025-04,85,60,0,87.0,-2.0,103.33333333333333
Afghanistan,2025-05,144,58,0,85.0,59.0,105.33333333333333
Afghanistan,2025-06,61,48,0,144.0,-83.0,96.66666666666667
Afghanistan,2025-07,74,53,0,61.0,13.0,93.0
Afghanistan,2025-08,117,62,0,74.0,43.0,84.0
Afghanistan,2025-09,108,67,0,117.0,-9.0,99.66666666666667
Afghanistan,2025-10,150,206,0,108.0,42.0,125.0
Afghanistan,2025-11,111,83,0,150.0,-39.0,123.0
Afghanistan,2025-12,87,55,0,111.0,-24.0,116.0
Afghanistan,2026-01,131,55,0,87.0,44.0,109.66666666666667
American Samoa,2022-02,1,0,0,1.0,0.0,1.0
American Samoa,2022-05,1,0,0,1.0,0.0,1.0
American Samoa,2022-06,1,0,0,1.0,0.0,1.0
American Samoa,2022-12,1,0,0,1.0,0.0,1.0
American Samoa,2025-06,1,0,0,1.0,0.0,1.0
Antarctica,2022-03,2,0,0,3.0,-1.0,2.0
Antarctica,2022-09,1,0,0,2.0,-1.0,2.0
Antarctica,2023-09,1,0,0,1.0,0.0,1.3333333333333333
Antarctica,2024-04,1,0,0,1.0,0.0,1.0
Australia,2021-03,48,0,0,30.0,18.0,35.333333333333336
Australia,2021-04,20,0,0,48.0,-28.0,32.666666666666664
Australia,2021-05,97,0,0,20.0,77.0,55.0
Australia,2021-06,48,0,0,97.0,-49.0,55.0
Australia,2021-07,48,0,0,48.0,0.0,64.33333333333333
Australia,2021-08,85,0,0,48.0,37.0,60.333333333333336
Australia,2021-09,57,0,0,85.0,-28.0,63.333333333333336
Australia,2021-10,105,0,0,57.0,48.0,82.33333333333333
Australia,2021-11,105,0,0,105.0,0.0,89.0
Australia,2021-12,56,0,0,105.0,-49.0,88.66666666666667
Australia,2022-01,66,0,0,56.0,10.0,75.66666666666667
Australia,2022-02,62,0,0,66.0,-4.0,61.333333333333336
Australia,2022-03,72,0,0,62.0,10.0,66.66666666666667
Australia,2022-04,74,0,0,72.0,2.0,69.33333333333333
Australia,2022-05,62,0,0,74.0,-12.0,69.33333333333333
Australia,2022-06,53,0,0,62.0,-9.0,63.0
Australia,2022-07,69,0,0,53.0,16.0,61.333333333333336
Australia,2022-08,56,0,0,69.0,-13.0,59.333333333333336
Australia,2022-09,59,0,0,56.0,3.0,61.333333333333336
Australia,2022-10,120,1,0,59.0,61.0,78.33333333333333
Australia,2022-11,81,0,0,120.0,-39.0,86.66666666666667
Australia,2022-12,42,6,0,81.0,-39.0,81.0
Australia,2023-01,45,0,0,42.0,3.0,56.0
Australia,2023-02,23,0,0,45.0,-22.0,36.666666666666664
Australia,2023-03,68,0,0,23.0,45.0,45.333333333333336
Australia,2023-04,72,0,0,68.0,4.0,54.333333333333336
Australia,2023-05,82,0,0,72.0,10.0,74.0
Australia,2023-06,46,0,0,82.0,-36.0,66.66666666666667
Australia,2023-07,70,0,0,46.0,24.0,66.0
Australia,2023-08,78,0,0,70.0,8.0,64.66666666666667
Australia,2023-09,95,0,0,78.0,17.0,81.0
Australia,2023-10,95,0,0,95.0,0.0,89.33333333333333
Australia,2023-11,124,0,0,95.0,29.0,104.66666666666667
Australia,2023-12,87,0,0,124.0,-37.0,102.0
Australia,2024-01,70,0,0,87.0,-17.0,93.66666666666667
Australia,2024-02,95,0,0,70.0,25.0,84.0
Australia,2024-03,131,0,0,95.0,36.0,98.66666666666667
Australia,2024-04,113,0,0,131.0,-18.0,113.0
Australia,2024-05,109,0,0,113.0,-4.0,117.66666666666667
Australia,2024-06,77,0,0,109.0,-32.0,99.66666666666667
Australia,2024-07,82,0,0,77.0,5.0,89.33333333333333
Australia,2024-08,88,0,0,82.0,6.0,82.33333333333333
Australia,2024-09,74,0,0,88.0,-14.0,81.33333333333333
Australia,2024-10,80,0,0,74.0,6.0,80.66666666666667
Australia,2024-11,86,0,0,80.0,6.0,80.0
Australia,2024-12,43,0,0,86.0,-43.0,69.66666666666667
Australia,2025-01,41,0,0,43.0,-2.0,56.666666666666664
Australia,2025-02,62,0,0,41.0,21.0,48.666666666666664
Australia,2025-03,86,0,0,62.0,24.0,63.0
Australia,2025-04,49,0,0,86.0,-37.0,65.66666666666667
Australia,2025-05,81,0,0,49.0,32.0,72.0
Australia,2025-06,63,0,0,81.0,-18.0,64.33333333333333
Australia,2025-07,56,0,0,63.0,-7.0,66.66666666666667
Australia,2025-08,96,0,0,56.0,40.0,71.66666666666667
Australia,2025-09,67,0,0,96.0,-29.0,73.0
Australia,2025-10,74,0,0,67.0,7.0,79.0
Australia,2025-11,52,0,0,74.0,-22.0,64.33333333333333
Australia,2025-12,29,16,0,52.0,-23.0,51.666666666666664
Australia,2026-01,63,0,0,29.0,34.0,48.0
Bangladesh,2021-03,242,50,0,177.0,65.0,209.33333333333334
Bangladesh,2021-04,173,39,0,242.0,-69.0,197.33333333333334
Bangladesh,2021-05,458,28,1,173.0,285.0,291.0
Bangladesh,2021-06,136,22,0,458.0,-322.0,255.66666666666666
Bangladesh,2021-07,86,20,0,136.0,-50.0,226.66666666666666
Bangladesh,2021-08,131,8,0,86.0,45.0,117.66666666666667
Bangladesh,2021-09,212,17,0,131.0,81.0,143.0
Bangladesh,2021-10,316,53,0,212.0,104.0,219.66666666666666
Bangladesh,2021-11,265,50,0,316.0,-51.0,264.3333333333333
Bangladesh,2021-12,186,26,0,265.0,-79.0,255.66666666666666
Bangladesh,2022-01,219,49,0,186.0,33.0,223.33333333333334
Bangladesh,2022-02,174,21,0,219.0,-45.0,193.0
Bangladesh,2022-03,183,22,0,174.0,9.0,192.0
Bangladesh,2022-04,168,35,0,183.0,-15.0,175.0
Bangladesh,2022-05,147,9,0,168.0,-21.0,166.0
Bangladesh,2022-06,178,21,0,147.0,31.0,164.33333333333334
Bangladesh,2022-07,193,24,0,178.0,15.0,172.66666666666666
Bangladesh,2022-08,230,15,0,193.0,37.0,200.33333333333334
Bangladesh,2022-09,226,31,0,230.0,-4.0,216.33333333333334
Bangladesh,2022-10,227,36,0,226.0,1.0,227.66666666666666
Bangladesh,2022-11,163,24,0,227.0,-64.0,205.33333333333334
Bangladesh,2022-12,230,24,0,163.0,67.0,206.66666666666666
Bangladesh,2023-01,177,25,0,230.0,-53.0,190.0
Bangladesh,2023-02,173,19,0,177.0,-4.0,193.33333333333334
Bangladesh,2023-03,179,23,0,173.0,6.0,176.33333333333334
Bangladesh,2023-04,151,41,0,179.0,-28.0,167.66666666666666
Bangladesh,2023-05,174,25,0,151.0,23.0,168.0
Bangladesh,2023-06,192,21,0,174.0,18.0,172.33333333333334
Bangladesh,2023-07,235,35,0,192.0,43.0,200.33333333333334
Bangladesh,2023-08,165,22,0,235.0,-70.0,197.33333333333334
Bangladesh,2023-09,255,29,0,165.0,90.0,218.33333333333334
Bangladesh,2023-10,245,29,0,255.0,-10.0,221.66666666666666
Bangladesh,2023-11,426,28,0,245.0,181.0,308.6666666666667
Bangladesh,2023-12,378,46,0,426.0,-48.0,349.6666666666667
Bangladesh,2024-01,212,29,0,378.0,-166.0,338.6666666666667
Bangladesh,2024-02,178,23,0,212.0,-34.0,256.0
Bangladesh,2024-03,216,29,0,178.0,38.0,202.0
Bangladesh,2024-04,118,26,0,216.0,-98.0,170.66666666666666
Bangladesh,2024-05,208,30,0,118.0,90.0,180.66666666666666
Bangladesh,2024-06,205,30,0,208.0,-3.0,177.0
Bangladesh,2024-07,436,633,1,205.0,231.0,283.0
Bangladesh,2024-08,719,961,1,436.0,283.0,453.3333333333333
Bangladesh,2024-09,328,44,0,719.0,-391.0,494.3333333333333
Bangladesh,2024-10,251,33,0,328.0,-77.0,432.6666666666667
Bangladesh,2024-11,372,31,0,251.0,121.0,317.0
Bangladesh,2024-12,235,35,0,372.0,-137.0,286.0
Bangladesh,2025-01,314,23,0,235.0,79.0,307.0
Bangladesh,2025-02,415,26,0,314.0,101.0,321.3333333333333
Bangladesh,2025-03,363,39,0,415.0,-52.0,364.0
Bangladesh,2025-04,399,29,0,363.0,36.0,392.3333333333333
Bangladesh,2025-05,322,30,0,399.0,-77.0,361.3333333333333
Bangladesh,2025-06,233,33,0,322.0,-89.0,318.0
Bangladesh,2025-07,252,31,0,233.0,19.0,269.0
Bangladesh,2025-08,380,39,0,252.0,128.0,288.3333333333333
Bangladesh,2025-09,298,32,0,380.0,-82.0,310.0
Bangladesh,2025-10,281,24,0,298.0,-17.0,319.6666666666667
Bangladesh,2025-11,492,30,1,281.0,211.0,357.0
Bangladesh,2025-12,289,28,0,492.0,-203.0,354.0
Bangladesh,2026-01,317,36,0,289.0,28.0,366.0
Bhutan,2021-10,1,0,0,1.0,0.0,1.3333333333333333
Bhutan,2022-04,1,0,0,1.0,0.0,1.0
Bhutan,2022-05,1,0,0,1.0,0.0,1.0
Bhutan,2023-11,1,0,0,1.0,0.0,1.0
Bhutan,2024-08,1,0,0,1.0,0.0,1.0
Bhutan,2025-11,1,1,0,1.0,0.0,1.0
Cambodia,2021-03,3,0,0,6.0,-3.0,5.666666666666667
Cambodia,2021-04,4,1,0,3.0,1.0,4.333333333333333
Cambodia,2021-05,16,2,0,4.0,12.0,7.666666666666667
Cambodia,2021-06,5,0,0,16.0,-11.0,8.333333333333334
Cambodia,2021-07,8,0,0,5.0,3.0,9.666666666666666
Cambodia,2021-08,1,0,0,8.0,-7.0,4.666666666666667
Cambodia,2021-09,6,0,0,1.0,5.0,5.0
Cambodia,2021-10,2,0,0,6.0,-4.0,3.0
Cambodia,2021-12,8,0,0,2.0,6.0,5.333333333333333
Cambodia,2022-01,22,0,0,8.0,14.0,10.666666666666666
Cambodia,2022-02,4,0,0,22.0,-18.0,11.333333333333334
Cambodia,2022-03,15,0,0,4.0,11.0,13.666666666666666
Cambodia,2022-04,17,1,0,15.0,2.0,12.0
Cambodia,2022-05,15,0,0,17.0,-2.0,15.666666666666666
Cambodia,2022-06,9,0,0,15.0,-6.0,13.666666666666666
Cambodia,2022-07,10,0,0,9.0,1.0,11.333333333333334
Cambodia,2022-08,8,0,0,10.0,-2.0,9.0
Cambodia,2022-09,8,0,0,8.0,0.0,8.666666666666666
Cambodia,2022-10,10,0,0,8.0,2.0,8.666666666666666
Cambodia,2022-11,8,0,0,10.0,-2.0,8.666666666666666
Cambodia,2022-12,11,0,0,8.0,3.0,9.666666666666666
Cambodia,2023-01,12,0,0,11.0,1.0,10.333333333333334
Cambodia,2023-02,9,0,0,12.0,-3.0,10.666666666666666
Cambodia,2023-03,6,0,0,9.0,-3.0,9.0
Cambodia,2023-04,5,0,0,6.0,-1.0,6.666666666666667
Cambodia,2023-05,11,0,0,5.0,6.0,7.333333333333333
Cambodia,2023-06,4,0,0,11.0,-7.0,6.666666666666667
Cambodia,2023-07,4,0,0,4.0,0.0,6.333333333333333
Cambodia,2023-08,5,0,0,4.0,1.0,4.333333333333333
Cambodia,2023-09,13,0,0,5.0,8.0,7.333333333333333
Cambodia,2023-10,5,0,0,13.0,-8.0,7.666666666666667
Cambodia,2023-11,6,0,0,5.0,1.0,8.0
Cambodia,2023-12,10,0,0,6.0,4.0,7.0
Cambodia,2024-01,6,0,0,10.0,-4.0,7.333333333333333
Cambodia,2024-02,11,0,0,6.0,5.0,9.0
Cambodia,2024-03,12,0,0,11.0,1.0,9.666666666666666
Cambodia,2024-04,13,0,0,12.0,1.0,12.0
Cambodia,2024-05,8,0,0,13.0,-5.0,11.0
Cambodia,2024-06,7,0,0,8.0,-1.0,9.333333333333334
Cambodia,2024-07,5,0,0,7.0,-2.0,6.666666666666667
Cambodia,2024-08,3,0,0,5.0,-2.0,5.0
Cambodia,2024-09,1,0,0,3.0,-2.0,3.0
Cambodia,2024-10,2,0,0,1.0,1.0,2.0
Cambodia,2024-11,5,0,0,2.0,3.0,2.6666666666666665
Cambodia,2024-12,2,0,0,5.0,-3.0,3.0
Cambodia,2025-01,5,0,0,2.0,3.0,4.0
Cambodia,2025-02,2,0,0,5.0,-3.0,3.0
Cambodia,2025-03,5,0,0,2.0,3.0,4.0
Cambodia,2025-04,2,0,0,5.0,-3.0,3.0
Cambodia,2025-05,3,0,0,2.0,1.0,3.3333333333333335
Cambodia,2025-06,1,0,0,3.0,-2.0,2.0
Cambodia,2025-07,7,0,0,1.0,6.0,3.6666666666666665
Cambodia,2025-08,7,0,0,7.0,0.0,5.0
Cambodia,2025-09,2,0,0,7.0,-5.0,5.333333333333333
Cambodia,2025-10,4,0,0,2.0,2.0,4.333333333333333
Cambodia,2025-11,3,0,0,4.0,-1.0,3.0
Cambodia,2025-12,17,0,0,3.0,14.0,8.0
Cambodia,2026-01,3,0,0,17.0,-14.0,7.666666666666667
China,2021-03,146,6,0,124.0,22.0,145.33333333333334
China,2021-04,135,2,0,146.0,-11.0,135.0
China,2021-05,197,1,0,135.0,62.0,159.33333333333334
China,2021-06,167,1,0,197.0,-30.0,166.33333333333334
China,2021-07,195,0,0,167.0,28.0,186.33333333333334
China,2021-08,147,1,0,195.0,-48.0,169.66666666666666
China,2021-09,170,1,0,147.0,23.0,170.66666666666666
China,2021-10,191,0,0,170.0,21.0,169.33333333333334
China,2021-11,144,0,0,191.0,-47.0,168.33333333333334
China,2021-12,140,0,0,144.0,-4.0,158.33333333333334
China,2022-01,158,1,0,140.0,18.0,147.33333333333334
China,2022-02,128,2,0,158.0,-30.0,142.0
China,2022-03,109,0,0,128.0,-19.0,131.66666666666666
China,2022-04,95,0,0,109.0,-14.0,110.66666666666667
China,2022-05,77,0,0,95.0,-18.0,93.66666666666667
China,2022-06,118,1,0,77.0,41.0,96.66666666666667
China,2022-07,60,0,0,118.0,-58.0,85.0
China,2022-08,73,1,0,60.0,13.0,83.66666666666667
China,2022-09,81,1,0,73.0,8.0,71.33333333333333
China,2022-10,50,0,0,81.0,-31.0,68.0
China,2022-11,111,0,0,50.0,61.0,80.66666666666667
China,2022-12,98,0,0,111.0,-13.0,86.33333333333333
China,2023-01,81,6,0,98.0,-17.0,96.66666666666667
China,2023-02,110,0,0,81.0,29.0,96.33333333333333
China,2023-03,81,0,0,110.0,-29.0,90.66666666666667
China,2023-04,109,0,0,81.0,28.0,100.0
China,2023-05,143,1,0,109.0,34.0,111.0
China,2023-06,126,0,0,143.0,-17.0,126.0
China,2023-07,119,0,0,126.0,-7.0,129.33333333333334
China,2023-08,153,0,0,119.0,34.0,132.66666666666666
China,2023-09,169,0,0,153.0,16.0,147.0
China,2023-10,190,0,0,169.0,21.0,170.66666666666666
China,2023-11,160,2,0,190.0,-30.0,173.0
China,2023-12,189,0,0,160.0,29.0,179.66666666666666
China,2024-01,123,3,0,189.0,-66.0,157.33333333333334
China,2024-02,101,0,0,123.0,-22.0,137.66666666666666
China,2024-03,99,3,0,101.0,-2.0,107.66666666666667
China,2024-04,68,0,0,99.0,-31.0,89.33333333333333
China,2024-05,60,2,0,68.0,-8.0,75.66666666666667
China,2024-06,110,0,0,60.0,50.0,79.33333333333333
China,2024-07,66,0,0,110.0,-44.0,78.66666666666667
China,2024-08,102,1,0,66.0,36.0,92.66666666666667
China,2024-09,117,1,0,102.0,15.0,95.0
China,2024-10,128,1,0,117.0,11.0,115.66666666666667
China,2024-11,207,1,0,128.0,79.0,150.66666666666666
China,2024-12,118,0,0,207.0,-89.0,151.0
China,2025-01,174,0,0,118.0,56.0,166.33333333333334
China,2025-02,89,0,0,174.0,-85.0,127.0
China,2025-03,170,0,0,89.0,81.0,144.33333333333334
China,2025-04,143,0,0,170.0,-27.0,134.0
China,2025-05,138,0,0,143.0,-5.0,150.33333333333334
China,2025-06,125,0,0,138.0,-13.0,135.33333333333334
China,2025-07,87,1,0,125.0,-38.0,116.66666666666667
China,2025-08,110,0,0,87.0,23.0,107.33333333333333
China,2025-09,106,0,0,110.0,-4.0,101.0
China,2025-10,113,0,0,106.0,7.0,109.66666666666667
China,2025-11,154,0,0,113.0,41.0,124.33333333333333
China,2025-12,159,0,0,154.0,5.0,142.0
China,2026-01,153,0,0,159.0,-6.0,155.33333333333334
Cook Islands,2024-08,1,0,0,1.0,0.0,1.0
Cook Islands,2024-09,1,0,0,1.0,0.0,1.0
Cook Islands,2025-02,2,0,0,1.0,1.0,1.3333333333333333
Cook Islands,2025-10,1,0,0,2.0,-1.0,1.3333333333333333
East Timor,2021-04,4,0,0,3.0,1.0,2.6666666666666665
East Timor,2021-05,3,0,0,4.0,-1.0,3.3333333333333335
East Timor,2021-06,3,2,0,3.0,0.0,3.3333333333333335
East Timor,2021-11,1,0,0,3.0,-2.0,2.3333333333333335
East Timor,2022-01,2,2,0,1.0,1.0,2.0
East Timor,2022-03,3,0,0,2.0,1.0,2.0
East Timor,2022-04,1,0,0,3.0,-2.0,2.0
East Timor,2022-05,1,0,0,1.0,0.0,1.6666666666666667
East Timor,2022-07,1,0,0,1.0,0.0,1.0
East Timor,2022-11,1,0,0,1.0,0.0,1.0
East Timor,2023-02,2,0,0,1.0,1.0,1.3333333333333333
East Timor,2023-03,1,0,0,2.0,-1.0,1.3333333333333333
East Timor,2023-04,3,0,0,1.0,2.0,2.0
East Timor,2023-05,1,0,0,3.0,-2.0,1.6666666666666667
East Timor,2023-06,1,0,0,1.0,0.0,1.6666666666666667
East Timor,2023-07,3,0,0,1.0,2.0,1.6666666666666667
East Timor,2023-09,1,0,0,3.0,-2.0,1.6666666666666667
East Timor,2023-10,1,0,0,1.0,0.0,1.6666666666666667
East Timor,2023-11,1,0,0,1.0,0.0,1.0
East Timor,2023-12,2,0,0,1.0,1.0,1.3333333333333333
East Timor,2024-01,1,0,0,2.0,-1.0,1.3333333333333333
East Timor,2024-02,2,0,0,1.0,1.0,1.6666666666666667
East Timor,2024-03,1,0,0,2.0,-1.0,1.3333333333333333
East Timor,2024-04,1,0,0,1.0,0.0,1.3333333333333333
East Timor,2024-07,1,0,0,1.0,0.0,1.0
East Timor,2024-09,1,0,0,1.0,0.0,1.0
East Timor,2024-10,1,0,0,1.0,0.0,1.0
East Timor,2024-12,4,0,0,1.0,3.0,2.0
East Timor,2025-02,1,0,0,4.0,-3.0,2.0
East Timor,2025-03,1,0,0,1.0,0.0,2.0
East Timor,2025-07,1,0,0,1.0,0.0,1.0
East Timor,2025-08,1,0,0,1.0,0.0,1.0
East Timor,2025-09,3,0,0,1.0,2.0,1.6666666666666667
East Timor,2025-10,2,0,0,3.0,-1.0,2.0
East Timor,2025-11,1,0,0,2.0,-1.0,2.0
East Timor,2025-12,1,0,0,1.0,0.0,1.3333333333333333
East Timor,2026-01,2,0,0,1.0,1.0,1.3333333333333333
Fiji,2021-07,6,0,0,5.0,1.0,4.0
Fiji,2021-08,1,0,0,6.0,-5.0,4.0
Fiji,2021-10,1,0,0,1.0,0.0,2.6666666666666665
Fiji,2021-11,2,0,0,1.0,1.0,1.3333333333333333
Fiji,2021-12,1,0,0,2.0,-1.0,1.3333333333333333
Fiji,2022-02,2,0,0,1.0,1.0,1.6666666666666667
Fiji,2022-07,1,0,0,2.0,-1.0,1.3333333333333333
Fiji,2022-10,3,0,0,1.0,2.0,2.0
Fiji,2022-12,1,0,0,3.0,-2.0,1.6666666666666667
Fiji,2023-03,1,0,0,1.0,0.0,1.6666666666666667
Fiji,2023-06,2,0,0,1.0,1.0,1.3333333333333333
Fiji,2023-07,1,0,0,2.0,-1.0,1.3333333333333333
Fiji,2023-08,1,0,0,1.0,0.0,1.3333333333333333
Fiji,2023-09,2,0,0,1.0,1.0,1.3333333333333333
Fiji,2023-10,1,0,0,2.0,-1.0,1.3333333333333333
Fiji,2023-11,1,0,0,1.0,0.0,1.3333333333333333
Fiji,2024-03,1,0,0,1.0,0.0,1.0
Fiji,2024-04,2,0,0,1.0,1.0,1.3333333333333333
Fiji,2024-05,1,0,0,2.0,-1.0,1.3333333333333333
Fiji,2024-06,1,0,0,1.0,0.0,1.3333333333333333
Fiji,2024-07,1,0,0,1.0,0.0,1.0
Fiji,2024-08,1,0,0,1.0,0.0,1.0
Fiji,2024-09,1,0,0,1.0,0.0,1.0
Fiji,2024-10,4,0,0,1.0,3.0,2.0
Fiji,2024-11,1,0,0,4.0,-3.0,2.0
Fiji,2024-12,1,0,0,1.0,0.0,2.0
Fiji,2025-03,1,0,0,1.0,0.0,1.0
Fiji,2025-05,1,0,0,1.0,0.0,1.0
Fiji,2025-06,2,0,0,1.0,1.0,1.3333333333333333
Fiji,2025-11,2,0,0,2.0,0.0,1.6666666666666667
Fiji,2025-12,1,0,0,2.0,-1.0,1.6666666666666667
French Polynesia,2021-03,2,0,0,2.0,0.0,2.3333333333333335
French Polynesia,2021-04,3,0,0,2.0,1.0,2.3333333333333335
French Polynesia,2021-05,7,0,0,3.0,4.0,4.0
French Polynesia,2021-06,1,0,0,7.0,-6.0,3.6666666666666665
French Polynesia,2021-07,6,0,0,1.0,5.0,4.666666666666667
French Polynesia,2021-08,2,0,0,6.0,-4.0,3.0
French Polynesia,2021-09,4,0,0,2.0,2.0,4.0
French Polynesia,2021-10,10,0,0,4.0,6.0,5.333333333333333
French Polynesia,2021-11,5,0,0,10.0,-5.0,6.333333333333333
French Polynesia,2021-12,4,0,0,5.0,-1.0,6.333333333333333
French Polynesia,2022-02,2,0,0,4.0,-2.0,3.6666666666666665
French Polynesia,2022-03,5,0,0,2.0,3.0,3.6666666666666665
French Polynesia,2022-04,2,0,0,5.0,-3.0,3.0
French Polynesia,2022-05,1,0,0,2.0,-1.0,2.6666666666666665
French Polynesia,2022-06,2,0,0,1.0,1.0,1.6666666666666667
French Polynesia,2022-07,3,0,0,2.0,1.0,2.0
French Polynesia,2022-08,1,0,0,3.0,-2.0,2.0
French Polynesia,2022-10,1,0,0,1.0,0.0,1.6666666666666667
French Polynesia,2022-11,2,0,0,1.0,1.0,1.3333333333333333
French Polynesia,2023-01,8,0,0,2.0,6.0,3.6666666666666665
French Polynesia,2023-02,5,0,0,8.0,-3.0,5.0
French Polynesia,2023-03,10,0,0,5.0,5.0,7.666666666666667
French Polynesia,2023-04,2,0,0,10.0,-8.0,5.666666666666667
French Polynesia,2023-05,1,0,0,2.0,-1.0,4.333333333333333
French Polynesia,2023-06,3,0,0,1.0,2.0,2.0
French Polynesia,2023-07,4,0,0,3.0,1.0,2.6666666666666665
French Polynesia,2023-09,2,0,0,4.0,-2.0,3.0
French Polynesia,2023-10,1,0,0,2.0,-1.0,2.3333333333333335
French Polynesia,2023-12,3,0,0,1.0,2.0,2.0
French Polynesia,2024-01,1,0,0,3.0,-2.0,1.6666666666666667
French Polynesia,2024-02,1,0,0,1.0,0.0,1.6666666666666667
French Polynesia,2024-06,4,0,0,1.0,3.0,2.0
French Polynesia,2024-07,7,0,0,4.0,3.0,4.0
French Polynesia,2024-08,5,0,0,7.0,-2.0,5.333333333333333
French Polynesia,2024-09,2,0,0,5.0,-3.0,4.666666666666667
French Polynesia,2024-10,3,0,0,2.0,1.0,3.3333333333333335
French Polynesia,2024-11,2,0,0,3.0,-1.0,2.3333333333333335
French Polynesia,2025-01,1,0,0,2.0,-1.0,2.0
French Polynesia,2025-02,2,0,0,1.0,1.0,1.6666666666666667
French Polynesia,2025-03,5,0,0,2.0,3.0,2.6666666666666665
French Polynesia,2025-04,2,0,0,5.0,-3.0,3.0
French Polynesia,2025-05,1,0,0,2.0,-1.0,2.6666666666666665
French Polynesia,2025-06,2,0,0,1.0,1.0,1.6666666666666667
French Polynesia,2025-07,2,0,0,2.0,0.0,1.6666666666666667
French Polynesia,2025-08,2,0,0,2.0,0.0,2.0
French Polynesia,2025-09,11,0,0,2.0,9.0,5.0
French Polynesia,2025-10,2,0,0,11.0,-9.0,5.0
French Polynesia,2025-11,2,0,0,2.0,0.0,5.0
Guam,2021-04,3,0,0,1.0,2.0,1.6666666666666667
Guam,2021-05,2,0,0,3.0,-1.0,2.0
Guam,2021-06,4,0,0,2.0,2.0,3.0
Guam,2021-07,1,0,0,4.0,-3.0,2.3333333333333335
Guam,2021-08,6,0,0,1.0,5.0,3.6666666666666665
Guam,2021-09,1,0,0,6.0,-5.0,2.6666666666666665
Guam,2021-10,3,0,0,1.0,2.0,3.3333333333333335
Guam,2021-11,2,0,0,3.0,-1.0,2.0
Guam,2022-02,1,0,0,2.0,-1.0,2.0
Guam,2022-04,2,0,0,1.0,1.0,1.6666666666666667
Guam,2022-06,1,0,0,2.0,-1.0,1.3333333333333333
Guam,2022-07,1,0,0,1.0,0.0,1.3333333333333333
Guam,2022-09,1,0,0,1.0,0.0,1.0
Guam,2022-10,1,0,0,1.0,0.0,1.0
